,Article no:,Unnamed: 0.1.1,authors,first_names,Genders (Gulce) Female:0 Male:1,Male Auhtors,Female Authors,Male auth,last_names,genders,Old race/ethnicities,"True Author races (asian, black, hispanic, white)",title,abstracts,keywords,url,ai_healthcare_fairness,Research paper(1) or opinion piece? (0),Country focus of paper (if relevent),Income of focus country (See user guide),Year,Citations,"Funding (yes =1, 0 = no)",If so funder,Journal name,"Topic, remember to seperate by comma (gender, race, working conditions, social media, health conditions, disabilities, psychological, etc. keywords from the paper)","First author - gender (1 male, 0 female)","First author - race  (asian, black, white, hispanic)",First author - country,First author - country income level cf. User guide,First author - institution,First author - highest level of education,"First author - Minority serving university? Cf. User guide (1: yes, 0:no)","Last author - gender (1 male, 0 female)","Last author - race  (asian, black, white, hispanic)",Last author - country,Last author - country income level cf. User guide,Last author - institution,Last author - highest level of education,"Last author - Minority serving university? (1: yes, 0:no cf. userguide)",weq,Author countries,Author country income levels,income levels,Contries count,Authors gender count,"Match? AT AV (0=no, 1=yes)","Match? AT AV2 (0=no, 1=yes)",Author institutions,Author education levels,"Minority serving institutions (1: yes, 0: no)",Countries,Unique countries,COUNT 1,COUNT 2,Mistake,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,"True Author races (asian, black, hispanic, white)",White,black,hispanic,asian,blank -,SUM,Countries,mistakes,white auth,Average income level
132,137,1200,"['Tsung-Ting Kuo', 'Rodney A Gabriel', 'Lucila Ohno-Machado']","['Tsung-Ting', 'Rodney A', 'Lucila']","['1', '1', '0']",2,1,67%,"['Kuo', 'Gabriel', 'Ohno-Machado']","['male', 'male', 'female']","['asian', 'white', 'white']","['asian', 'white', 'asian']",Fair compute loads enabled by blockchain: sharing models by alternating client and server roles.,"Decentralized privacy-preserving predictive modeling enables multiple institutions to learn a more generalizable model on healthcare or genomic data by sharing the partially trained models instead of patient-level data, while avoiding risks such as single point of control. State-of-the-art blockchain-based methods remove the ""server"" role but can be less accurate than models that rely on a server. Therefore, we aim at developing a general model sharing framework to preserve predictive correctness, mitigate the risks of a centralized architecture, and compute the models in a fair way.,We propose a framework that includes both server and ""client"" roles to preserve correctness. We adopt a blockchain network to obtain the benefits of decentralization, by alternating the roles for each site to ensure computational fairness. Also, we developed GloreChain (Grid Binary LOgistic REgression on Permissioned BlockChain) as a concrete example, and compared it to a centralized algorithm on 3 healthcare or genomic datasets to evaluate predictive correctness, number of learning iterations and execution time.,GloreChain performs exactly the same as the centralized method in terms of correctness and number of iterations. It inherits the advantages of blockchain, at the cost of increased time to reach a consensus model.,Our framework is general or flexible and can also address intrinsic challenges of blockchain networks. Further investigations will focus on higher-dimensional datasets, additional use cases, privacy-preserving quality concerns, and ethical, legal, and social implications.,Our framework provides a promising potential for institutions to learn a predictive model based on healthcare or genomic data in a privacy-preserving and decentralized way.",batch machine learning; blockchain distributed ledger technology; clinical information systems; decision support systems; privacy-preserving predictive modeling.,https://pubmed.ncbi.nlm.nih.gov/30892656/,1,1,USA,4,2019,42,1,NIH HHS united states,Journal of the American medical Informatics association,batch machine learning; blockchain distributed ledger technology; clinical information systems; decision support systems; privacy-preserving predictive modeling.,1,asian,Taiwan,4,University of California,PhD,0,0,asian,Brazil,3,VA San Diego Healthcare System,"MD, PhD",0,,"Taiwan, USA, Brazil","3,4,4",3,3,3,1,1,University of California,"MD, MAS",1,,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taiwan,USA,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'white', 'asian']",1,0,0,2,0,3,3,0,33%,
137,142,1338,"['Juana Valeria Hurtado', 'Laura Londo√±o', 'Abhinav Valada']","['Juana Valeria', 'Laura', 'Abhinav']","['0', '0', '1']",1,2,33%,"['Hurtado', 'Londo√±o', 'Valada']","['female', 'female', 'male']","['hispanic', 'white', 'hispanic']","['hispanic', 'hispanic', 'asian']",From Learning to Relearning: A Framework for Diminishing Bias in Social Robot Navigation.,"The exponentially increasing advances in robotics and machine learning are facilitating the transition of robots from being confined to controlled industrial spaces to performing novel everyday tasks in domestic and urban environments. In order to make the presence of robots safe as well as comfortable for humans, and to facilitate their acceptance in public environments, they are often equipped with social abilities for navigation and interaction. Socially compliant robot navigation is increasingly being learned from human observations or demonstrations. We argue that these techniques that typically aim to mimic human behavior do not guarantee fair behavior. As a consequence, social navigation models can replicate, promote, and amplify societal unfairness, such as discrimination and segregation. In this work, we investigate a framework for diminishing bias in social robot navigation models so that robots are equipped with the capability to plan as well as adapt their paths based on both physical and social demands. Our proposed framework consists of two components: learning which incorporates social context into the learning process to account for safety and comfort, and relearning to detect and correct potentially harmful outcomes before the onset. We provide both technological and societal analysis using three diverse case studies in different social scenarios of interaction. Moreover, we present ethical implications of deploying robots in social environments and propose potential solutions. Through this study, we highlight the importance and advocate for fairness in human-robot interactions in order to promote more equitable social relationships, roles, and dynamics and consequently positively influence our society.","social robot navigation, robot learning, fairness-aware learning, algorithmic fairness, ethics, responsible innovation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8024571/,1,1,Germany,4,2021,18,0,-,Frontiers in Robotics and AI,algorithmic fairness; ethics; fairness-aware learning; responsible innovation; robot learning; social robot navigation.,0,Hispanic,Colombia,3,University of Freiburg,PhD,0,1,asian,India,4,University of Freiburg,PhD,0,,"Colombia, Colombia, India","3,3,2",3,3,3,1,1,University of Freiburg,BA,0,,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Colombia,Colombia,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['hispanic', 'hispanic', 'asian']",0,0,2,1,0,3,3,0,0%,
142,147,1018,"['Agostina J Larrazabal', 'Nicol√°s Nieto', 'Victoria Peterson', 'Diego H Milone', 'Enzo Ferrante']","['Agostina J', 'Nicol√°s', 'Victoria', 'Diego H', 'Enzo']","['0', 1, '0', '1', '1']",3,2,60%,"['Larrazabal', 'Nieto', 'Peterson', 'Milone', 'Ferrante']","['female', None, 'female', 'male', 'male']","['hispanic', 'white', 'white', 'white', 'white']","hispanic, hispanic, hispanic, hispanic, hispanic",Gender imbalance in medical imaging datasets produces biased classifiers for computer-aided diagnosis.,"Artificial intelligence (AI) systems for computer-aided diagnosis and image-based screening are being adopted worldwide by medical institutions. In such a context, generating fair and unbiased classifiers becomes of paramount importance. The research community of medical image computing is making great efforts in developing more accurate algorithms to assist medical doctors in the difficult task of disease diagnosis. However, little attention is paid to the way databases are collected and how this may influence the performance of AI systems. Our study sheds light on the importance of gender balance in medical imaging datasets used to train AI systems for computer-assisted diagnosis. We provide empirical evidence supported by a large-scale study, based on three deep neural network architectures and two well-known publicly available X-ray image datasets used to diagnose various thoracic diseases under different gender imbalance conditions. We found a consistent decrease in performance for underrepresented genders when a minimum balance is not fulfilled. This raises the alarm for national agencies in charge of regulating and approving computer-assisted diagnosis systems, which should include explicit gender balance and diversity recommendations. We also establish an open problem for the academic medical image computing community which needs to be addressed by novel algorithms endowed with robustness to gender imbalance.",,https://www.pnas.org/doi/10.1073/pnas.1919012117,1,1,Argentina,3,2020,181,1,AXA Research Fund grant,Proceedings of the national Academy of Sciences of the United States of America,computer-aided diagnosis; deep learning; gender bias; gendered innovations; medical image analysis.,0,hispanic,Argentina,3,Universidad Nacional del Litoral-Consejo Nacional de Investigaciones Científicas y Técnicas CONICET,PhD,0,1,hispanic,Argentina,3,Universidad Nacional del Litoral-Consejo Nacional de Investigaciones Científicas y Técnicas CONICET,PhD,0,,"Argentina, Argentina, Argentina, Argentina, Argentina","3,3,3,3,3",5,5,5,1,1,"Universidad Nacional del Litoral-Consejo Nacional de Investigaciones Científicas y Técnicas, Universidad Nacional de Entre Ríıos, Universidad Nacional del Litoral-Consejo Nacional de Investigaciones Científicas y Técnicas CONICET","PhD, PhD, PhD, Phd, Phd",0,,0,5,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Argentina,Argentina,Argentina,Argentina,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hispanic, hispanic, hispanic, hispanic, hispanic",0,0,5,0,0,5,5,0,0%,
147,152,895,"['Jonathan Xin Wang', 'Sulaiman Somani', 'Jonathan H Chen', 'Sara Murray', 'Urmimala Sarkar']","['Jonathan Xin', 'Sulaiman', 'Jonathan H', 'Sara', 'Urmimala']","['1', 1, '1', '0', '0']",3,2,60%,"['Wang', 'Somani', 'Chen', 'Murray', 'Sarkar']","['male', nan, 'male', 'female', 'female']","['asian', 'white', 'asian', 'white', 'white']","['asian', 'asian', 'asian', 'white', 'asian']",Health Equity in Artificial Intelligence and Primary Care Research: Protocol for a Scoping Review.,"Though artificial intelligence (AI) has the potential to augment the patient-physician relationship in primary care, bias in intelligent health care systems has the potential to differentially impact vulnerable patient populations.,The purpose of this scoping review is to summarize the extent to which AI systems in primary care examine the inherent bias toward or against vulnerable populations and appraise how these systems have mitigated the impact of such biases during their development.,We will conduct a search update from an existing scoping review to identify studies on AI and primary care in the following databases: Medline-OVID, Embase, CINAHL, Cochrane Library, Web of Science, Scopus, IEEE Xplore, ACM Digital Library, MathSciNet, AAAI, and arXiv. Two screeners will independently review all abstracts, titles, and full-text articles. The team will extract data using a structured data extraction form and synthesize the results in accordance with PRISMA-ScR (Preferred Reporting Items for Systematic Reviews and Meta-Analyses Extension for Scoping Reviews) guidelines.,This review will provide an assessment of the current state of health care equity within AI for primary care. Specifically, we will identify the degree to which vulnerable patients have been included, assess how bias is interpreted and documented, and understand the extent to which harmful biases are addressed. As of October 2020, the scoping review is in the title- and abstract-screening stage. The results are expected to be submitted for publication in fall 2021.,AI applications in primary care are becoming an increasingly common tool in health care delivery and in preventative care efforts for underserved populations. This scoping review would potentially show the extent to which studies on AI in primary care employ a health equity lens and take steps to mitigate bias.,PRR1-10.2196/27799.",,https://pubmed.ncbi.nlm.nih.gov/34533458/,1,1,USA,4,2021,0,1,NIH USA,JMIR research protocols,"artificial intelligence, health information technology, health informatics, electronic health records, big data, data mining, primary care, family medicine, decision support, diagnosis, treatment, scoping review, health equity, health disparity",1,asian,China,4,University of California San Francisco,MS,0,0,asian,USA,4,University of California San Francisco,"MD, PhD",0,,"China, USA, USA, USA, USA","3,4,4,4,4",5,5,5,1,1,"Icahn School of Medicine at Mount Sinai, Stanford Department of Medicine, Stanford, University of California San Francisco","Bsc, MD PhD, MD  MAS","0,0,0",,0,5,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,USA,USA,USA,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'asian', 'asian', 'white', 'asian']",1,0,0,4,0,5,5,0,20%,
149,154,1315,"['Connie Kim Yen Nguyen-Truong', 'Roschelle L Fritz']","['Connie Kim Yen', 'Roschelle L']","['0', '0']",0,2,0%,"['Nguyen-Truong', 'Fritz']","['female', 'female']","['asian', 'white']","['asian', 'white']",Health-Assistive Smart Homes for Aging in Place: Leading the Way for Integration of the Asian Immigrant Minority Voice.,"Caring for America's aging population is a complex humanitarian issue. The number of older adults is expected to increase to 98.5 million by 2060 with a 295% growth in foreign-born older adults, including Asian immigrants. Most older adults will have one or more chronic conditions and 95% of healthcare costs will be attributed to caring for these conditions. Among Asian Americans, common chronic conditions include respiratory disease, cancer, cardiovascular disease, and pain. The National Institutes of Health, Institute on Aging, and National Science Foundation call for innovative technologies to be developed by multidisciplinary teams to address these concerns. Asian community leaders at Asian Health & Service Center and community members in Oregon identified the use of health-assistive technologies as a priority for potentially reducing stress and improving quality of life for both older adults and their caregivers. The purpose of this article is to introduce nurses and healthcare workers, advocating for the interests of Asian/Pacific Island community members, to the innovative health-assistive smart home. The health-assistive smart home uses artificial intelligence to identify and predict health events. Inclusion of minority persons' data in the development of artificial intelligence has been generally overlooked. This may result in continued health inequities and is incompatible with the goals of global health. Integration of minority voices while exploring the efficacious use of the health-assistive smart home is of significant value to minority populations. Asian immigrant older adults engaging in smart home research and development will enhance the cultural and technical safety of future devices. Asian families may be particularly interested in smart homes for extending independence because they place an emphasis on collective culture and family-based care. Community engagement of stakeholders and steadfast leadership are needed so that future technologies used in healthcare delivery are both technically and culturally sound. A community-engaged research approach promotes community empowerment that is responsive to community identified priorities and is a good fit for studying adoption of smart home monitoring for health-assistance.","Asians, immigrants, minorities, health-assistive smart homes, community-engaged research, technology, artificial intelligence",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6484151/,1,0,USA,4,2018,7,1,Beta Psi Chapter of Sigma Theta Tau International,Asian Pacific island nursing Journal,Asians; artificial intelligence; community-engaged research; health-assistive smart homes; immigrants; minorities; technology.,0,asian,USA,4,Washington State University,PhD,0,0,white,USA,4,Washington State University,PhD,0,,"USA, USA","4,4",2,2,2,1,1,Washington State University,"PhD, PhD","0, 0 ",,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'white']",1,0,0,1,0,2,2,0,50%,
150,155,1468,"['Xuan Yang', 'Mohamed Amgad', 'Lee A D Cooper', 'Yuhong Du', 'Haian Fu', 'Andrey A Ivanov']","['Xuan', 'Mohamed', 'Lee A D', 'Yuhong', 'Haian', 'Andrey A']","['1', '1', '1', '0', '1', '1']",5,1,83%,"['Yang', 'Amgad', 'Cooper', 'Du', 'Fu', 'Ivanov']","['male', 'male', 'male', 'female', 'male', 'male']","['asian', 'asian', 'white', 'asian', 'asian', 'white']","['asian', 'asian', 'white', 'asian', 'asian', 'white']",High expression of MKK3 is associated with worse clinical outcomes in African American breast cancer patients.,"African American women experience a twofold higher incidence of triple-negative breast cancer (TNBC) and are 40% more likely to die from breast cancer than women of other ethnicities. However, the molecular bases for the survival disparity in breast cancer remain unclear, and no race-specific therapeutic targets have been proposed. To address this knowledge gap, we performed a systematic analysis of the relationship between gene mRNA expression and clinical outcomes determined for The Cancer Genome Atlas (TCGA) breast cancer patient cohort.,The systematic differential analysis of mRNA expression integrated with the analysis of clinical outcomes was performed for 1055 samples from the breast invasive carcinoma TCGA PanCancer cohorts. A deep learning fully-convolutional model was used to determine the association between gene expression and tumor features based on breast cancer patient histopathological images.,We found that more than 30% of all protein-coding genes are differentially expressed in White and African American breast cancer patients. We have determined a set of 32 genes whose overexpression in African American patients strongly correlates with decreased survival of African American but not White breast cancer patients. Among those genes, the overexpression of mitogen-activated protein kinase kinase 3 (MKK3) has one of the most dramatic and race-specific negative impacts on the survival of African American patients, specifically with triple-negative breast cancer. We found that MKK3 can promote the TNBC tumorigenesis in African American patients in part by activating of the epithelial-to-mesenchymal transition induced by master regulator MYC.,The poor clinical outcomes in African American women with breast cancer can be associated with the abnormal elevation of individual gene expression. Such genes, including those identified and prioritized in this study, could represent new targets for therapeutic intervention. A strong correlation between MKK3 overexpression, activation of its binding partner and major oncogene MYC, and worsened clinical outcomes suggests the MKK3-MYC protein-protein interaction as a new promising target to reduce racial disparity in breast cancer survival.",,https://translational-medicine.biomedcentral.com/articles/10.1186/s12967-020-02502-w,1,1,USA,4,2020,8,1,NIH,J Transl Med.,"African american, Triple-negative breast cancer, Racial disparity, Differential expression, MKK3 ",1,asian,USA,4,Emory University,MS,0,1,white,USA,4,Emroy University,PhD,0,,"USA, USA, USA, USA, USA, USA","4,4,4,4,4,4",6,6,6,1,1,"Emory University, Northwestern University Feinberg, ","MS, MD, PhD, PhD, PhD, PhD",0,,0,6,6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,USA,USA,USA,USA,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'asian', 'white', 'asian', 'asian', 'white']",2,0,0,4,0,6,6,0,33%,
154,159,847,"['Mengyuan Li', 'Zhilan Zhang', 'Wenxiu Cao', 'Yijing Liu', 'Beibei Du', 'Canping Chen', 'Qian Liu', 'Md Nazim Uddin', 'Shanmei Jiang', 'Cai Chen', 'Yue Zhang', 'Xiaosheng Wang']","['Mengyuan', 'Zhilan', 'Wenxiu', 'Yijing', 'Beibei', 'Canping', 'Qian', 'Md Nazim', 'Shanmei', 'Cai', 'Yue', 'Xiaosheng']","['0', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '1']",4,8,33%,"['Li', 'Zhang', 'Cao', 'Liu', 'Du', 'Chen', 'Liu', 'Uddin', 'Jiang', 'Chen', 'Zhang', 'Wang']","['female', 'female', 'female', 'female', 'female', 'male', 'female', 'male', 'female', 'male', 'female', 'male']","['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian, 'asian', 'asian', 'asian', 'asian']`","['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian, 'asian', 'asian', 'asian', 'asian']`",Identifying novel factors associated with COVID-19 transmission and fatality using the machine learning approach.,"The COVID-19 virus has infected more than 38 million people and resulted in more than one million deaths worldwide as of October 14, 2020. By using the logistic regression model, we identified novel critical factors associated with COVID19 cases, death, and case fatality rates in 154 countries and in the 50 U.S. states. Among numerous factors associated with COVID-19 risk, economic inequality enhanced the risk of COVID-19 transmission. The per capita hospital beds correlated negatively with COVID-19 deaths. Blood types B and AB were protective factors for COVID-19 risk, while blood type A was a risk factor. The prevalence of HIV and influenza and pneumonia was associated with reduced COVID-19 risk. Increased intake of vegetables, edible oil, protein, vitamin D, and vitamin K was associated with reduced COVID-19 risk, while increased intake of alcohol was associated with increased COVID-19 risk. Other factors included age, sex, temperature, humidity, social distancing, smoking, health investment, urbanization level, and race. High temperature is a more compelling factor mitigating COVID-19 transmission than low temperature. Our comprehensive identification of the factors affecting COVID-19 transmission and fatality may provide new insights into the COVID-19 pandemic and advise effective strategies for preventing and migrating COVID-19 spread.",,https://pubmed.ncbi.nlm.nih.gov/33097268/,1,1,Global,-,2021,66,1,China Pharmaceutical University,Sci Total Environ,"COVID-19, machine learning, ",0,asian,China,3,China Pharmaceutical University,PhD,0,1,asian,China,3,China Pharmaceutical University,PhD,0,,"China, China, China, China, China, China, China, Bangladesh, China, China, China, China","3,3,3,3,3,3,3,2,3,3,3,3",12,12,12,1,1,"China Phamaceutical University, University of San Diego, Futian Hospital, Pinghu Hospital, The first Clinical College of Habrin Medical University",,0,,0,12,12,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,China,China,China,China,China,China,Bangladesh,China,China,China,China,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian, 'asian', 'asian', 'asian', 'asian']`",0,0,0,12,0,12,12,0,0%,
155,160,1059,"['Yiye Zhang', 'Mohammad Tayarani', 'Shuojia Wang', 'Yifan Liu', 'Mohit Sharma', 'Rochelle Joly', 'Arindam RoyChoudhury', 'Alison Hermann', 'Oliver H Gao', 'Jyotishman Pathak']","['Yiye', 'Mohammad', 'Shuojia', 'Yifan', 'Mohit', 'Rochelle', 'Arindam', 'Alison', 'Oliver H', 'Jyotishman']","['1', '1', 0, '1', '1', '0', '1', '0', '1', '1']",7,3,70%,"['Zhang', 'Tayarani', 'Wang', 'Liu', 'Sharma', 'Joly', 'RoyChoudhury', 'Hermann', 'Gao', 'Pathak']","['male', 'male', None, 'male', 'male', 'female', 'male', 'female', 'male', 'male']","['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian, 'white', 'asian', 'asian']","['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian, 'white', 'asian', 'asian']",Identifying urban built environment factors in pregnancy care and maternal mental health outcomes.,"Risk factors related to the built environment have been associated with women's mental health and preventive care. This study sought to identify built environment factors that are associated with variations in prenatal care and subsequent pregnancy-related outcomes in an urban setting.,In a retrospective observational study, we characterized the types and frequency of prenatal care events that are associated with the various built environment factors of the patients' residing neighborhoods. In comparison to women living in higher-quality built environments, we hypothesize that women who reside in lower-quality built environments experience different patterns of clinical events that may increase the risk for adverse outcomes. Using machine learning, we performed pattern detection to characterize the variability in prenatal care concerning encounter types, clinical problems, and medication prescriptions. Structural equation modeling was used to test the associations among built environment, prenatal care variation, and pregnancy outcome. The main outcome is postpartum depression (PPD) diagnosis within 1 year following childbirth. The exposures were the quality of the built environment in the patients' residing neighborhoods. Electronic health records (EHR) data of pregnant women (n = 8,949) who had live delivery at an urban academic medical center from 2015 to 2017 were included in the study.,We discovered prenatal care patterns that were summarized into three common types. Women who experienced the prenatal care pattern with the highest rates of PPD were more likely to reside in neighborhoods with homogeneous land use, lower walkability, lower air pollutant concentration, and lower retail floor ratios after adjusting for age, neighborhood average education level, marital status, and income inequality.,In an urban setting, multi-purpose and walkable communities were found to be associated with a lower risk of PPD. Findings may inform urban design policies and provide awareness for care providers on the association of patients' residing neighborhoods and healthy pregnancy.",,https://pubmed.ncbi.nlm.nih.gov/34481472/,1,1,USA,4,2021,1,1,"Center for Transportation, Environment, and Community Health New Research Initiatives Fund ",BMC Pregnacy Childbirth,"Women, postpartum depression, pregnancy care, young adult ",1,asian,USA,4,Weill Cornell Medicine,PhD,0,1,asian,USA,4,Weill Cornell Medicine,PhD,0,,"USA, USA, China, USA, USA, USA, USA, USA, USA, USA","4,4,3,4,4,4,4,4,4,4",10,10,10,1,1,"Weill Cornell, Cornell University, Tenecent Jarvis Lab","PhD, PhD, PhD, Msc, MPH, MD, PhD, MD, PhD, PhD",0,,0,10,10,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,USA,China,USA,USA,USA,USA,USA,USA,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'asian', 'asian', 'asian', 'asian', 'asian', 'asian, 'white', 'asian', 'asian']",1,0,0,9,0,10,10,0,10%,
156,161,1189,"['Tao Chen', 'Mark Dredze', 'Jonathan P Weiner', 'Hadi Kharrazi']","['Tao', 'Mark', 'Jonathan P', 'Hadi']","['1', '1', '1', '1']",4,0,100%,"['Chen', 'Dredze', 'Weiner', 'Kharrazi']","['male', 'male', 'male', 'male']","['asian', 'white', 'white', 'asian']","['asian', 'white', 'white', 'asian']",Identifying vulnerable older adult populations by contextualizing geriatric syndrome information in clinical notes of electronic health records.,"Geriatric syndromes such as functional disability and lack of social support are often not encoded in electronic health records (EHRs), thus obscuring the identification of vulnerable older adults in need of additional medical and social services. In this study, we automatically identify vulnerable older adult patients with geriatric syndrome based on clinical notes extracted from an EHR system, and demonstrate how contextual information can improve the process.,We propose a novel end-to-end neural architecture to identify sentences that contain geriatric syndromes. Our model learns a representation of the sentence and augments it with contextual information: surrounding sentences, the entire clinical document, and the diagnosis codes associated with the document. We trained our system on annotated notes from 85 patients, tuned the model on another 50 patients, and evaluated its performance on the rest, 50 patients.,Contextual information improved classification, with the most effective context coming from the surrounding sentences. At sentence level, our best performing model achieved a micro-F1 of 0.605, significantly outperforming context-free baselines. At patient level, our best model achieved a micro-F1 of 0.843.,Our solution can be used to expand the identification of vulnerable older adults with geriatric syndromes. Since functional and social factors are often not captured by diagnosis codes in EHRs, the automatic identification of the geriatric syndrome can reduce disparities by ensuring consistent care across the older adult population.,EHR free-text can be used to identify vulnerable older adults with a range of geriatric syndromes.",,https://pubmed.ncbi.nlm.nih.gov/31265063/,1,1,USA,4,2019,18,1,"Atrius Health and Center for Population IT, John Hopkins University ",,"Accidental falls, electronic health record, health equity, mobility limitations, natural language processing ",1,asian,China,4,John Hopkins,PhD,0,1,asian,Iran,4,John Hopkins,PhD,0,,"China, USA, USA, Iran","3,4,4,2",4,4,4,1,1,John Hopkins,"PhD, PhD, MD, PhD",0,,0,4,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China,USA,USA,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['asian', 'white', 'white', 'asian']",2,0,0,2,0,4,4,0,50%,
160,165,752,"['Danton S Char', 'Nigam H Shah', 'David Magnus']","['Danton S', 'Nigam H', 'David']","['1', '1', '1']",3,0,100%,"['Char', 'Shah', 'Magnus']","['male', 'male', 'male']","['white', 'asian', 'white']","['white', 'asian', 'white']",Implementing Machine Learning in Health Care - Addressing Ethical Challenges.,,,https://pubmed.ncbi.nlm.nih.gov/29539284/,1,0,USA,4,2018,661,1,NIH,N Engl J Med,"AI, decision making, racism, codes of ethics, ethnology ",1,asian,USA,4,Stanford university,MD,0,1,white,USA,4,Stanford University,PhD,0,,"USA, India, USA","4,2,4",3,3,3,1,1,Stanford university,"MD, PhD, PhD ",0,,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,India,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['white', 'asian', 'white']",2,0,0,1,0,3,3,0,67%,
